哈尔滨,1
沈阳,1
泰安,1
潍坊,1
石家庄,1
大庆,1
邢台,1
邯郸,1
长治,1
天津,1
大连,1
长春,1
锦州,1
唐山,1
济宁,1
廊坊,1
阜新,1
大同,1
盘锦,1
济南,1
乌兰察布,1
临沂,1
沧州,1
保定,1
北京,1
包头,1
青岛,1
鄂尔多斯,1
日照,1
吉林市,1
鞍山,1
白山,1
秦皇岛,1
吕梁,1
齐齐哈尔,1
烟台,1
营口,1
临汾,1
呼和浩特,1
滨州,1
聊城,1
抚顺,1
东营,1
淄博,1
威海,1
阳泉,1
佳木斯,1
晋城,1
忻州,1
巴彦淖尔,1
衡水,1
丹东,1
铁岭,1
太原,1
张家口,1
辽阳,1
晋中,1
承德,1
菏泽,1
延边,1
朝阳,1
枣庄,1
本溪,1
葫芦岛,1
呼伦贝尔,1
牡丹江,1
德州,1
四平,1
运城,1
朔州,1
赤峰,1
伊春,1
通化,1
白城,1
大兴安岭地区,1
锡林郭勒盟,1
西双版纳,1
兴安盟,1
莱芜,1
武汉,2
深圳,2
南宁,2
三亚,2
佛山,2
抚州,2
岳阳,2
赣州,2
南昌,2
怀化,2
景德镇,2
广州,2
惠州,2
东莞,2
襄阳,2
潮州,2
韶关,2
益阳,2
常德,2
湘潭,2
中山,2
肇庆,2
阳江,2
桂林,2
株洲,2
珠海,2
澳门,2
荆州,2
香港,2
新余,2
宜昌,2
长沙,2
江门,2
云浮,2
海口,2
黄冈,2
九江,2
汕头,2
咸宁,2
湛江,2
张家界,2
梅州,2
揭阳,2
宜春,2
清远,2
十堰,2
永州,2
衡阳,2
孝感,2
河源,2
柳州,2
梧州,2
湘西州,2
北海,2
萍乡,2
娄底,2
防城港,2
黄石,2
恩施,2
荆门,2
茂名,2
郴州,2
钦州,2
黔东南州,2
汕尾,2
鹰潭,2
鄂州,2
贺州,2
随州,2
兰州,3
南阳,3
郑州,3
大理州,3
重庆,3
安庆,3
贵阳,3
开封,3
安阳,3
漯河,3
成都,3
洛阳,3
商丘,3
榆林,3
信阳,3
西安,3
丽江,3
咸阳,3
西宁,3
绵阳,3
南充,3
昆明,3
三门峡,3
安康,3
乌鲁木齐,3
德阳,3
内江,3
焦作,3
平顶山,3
宝鸡,3
新乡,3
宜宾,3
拉萨,3
酒泉,3
遵义,3
濮阳,3
乐山,3
许昌,3
六盘水,3
汉中,3
克拉玛依,3
延安,3
自贡,3
泸州,3
安顺,3
遂宁,3
广元,3
广安,3
银川,3
庆阳,3
渭南,3
攀枝花,3
鹤壁,3
眉山,3
铜仁地区,3
昌吉州,3
铜川,3
石河子,3
白银,3
雅安,3
阿坝州,3
巴音郭楞,3
福州,4
南京,4
泉州,4
芜湖,4
宁波,4
上海,4
黄山,4
马鞍山,4
温州,4
杭州,4
合肥,4
淮安,4
厦门,4
苏州,4
扬州,4
盐城,4
上饶,4
嘉兴,4
徐州,4
无锡,4
常州,4
台州,4
六安,4
三明,4
池州,4
淮南,4
镇江,4
蚌埠,4
绍兴,4
龙岩,4
宿州,4
舟山,4
泰州,4
南平,4
丽水,4
宣城,4
南通,4
湖州,4
淮北,4
衢州,4
连云港,4
宿迁,4
阜阳,4
金华,4
漳州,4
宁德,4
滁州,4
铜陵,4
莆田,4
